seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
XI	220827	220827	1	+	6	1	Exon (YKL117W_mRNA/YKL117W, exon 1 of 1)	11	220324	220974	651	1	YKL117W	YKL117W_mRNA	503
XI	231319	231319	1	+	6	1	Promoter	11	232227	233891	1665	1	YKL109W	YKL109W_mRNA	-908
XI	231888	231888	1	+	30	1	Promoter	11	232227	233891	1665	1	YKL109W	YKL109W_mRNA	-339
XI	231948	231971	24	+	21	3	Promoter	11	232227	233891	1665	1	YKL109W	YKL109W_mRNA	-256
XI	233358	233358	1	+	4	1	Exon (YKL109W_mRNA/YKL109W, exon 1 of 1)	11	234426	235787	1362	1	YKL108W	YKL108W_mRNA	-1068
XI	234406	234411	6	+	10	2	Promoter	11	234426	235787	1362	1	YKL108W	YKL108W_mRNA	-15
XI	248563	248563	1	+	8	1	Promoter	11	248920	253476	4557	1	YKL101W	YKL101W_mRNA	-357
XI	248659	248665	7	+	18	2	Promoter	11	248920	253476	4557	1	YKL101W	YKL101W_mRNA	-255
XI	256718	256776	59	+	112	11	Promoter	11	256770	257843	1074	1	YKL098W	YKL098W_mRNA	0
XI	259185	259243	59	+	181	11	Promoter	11	259073	259222	150	2	YKL096C-B	YKL096C-B_mRNA	0
XI	261085	261090	6	+	11	2	Promoter	11	261132	261851	720	1	YKL096W	YKL096W_mRNA	-42
XI	262095	262117	23	+	50	3	Promoter	11	262277	263113	837	1	YKL095W	YKL095W_mRNA	-160
XI	262150	262156	7	+	20	3	Promoter	11	262277	263113	837	1	YKL095W	YKL095W_mRNA	-121
XI	262606	262607	2	+	15	2	Exon (YKL095W_mRNA/YKL095W, exon 1 of 1)	11	262277	263113	837	1	YKL095W	YKL095W_mRNA	329
XI	263311	263331	21	+	48	4	Promoter	11	263349	264290	942	1	YKL094W	YKL094W_mRNA	-18
XI	270911	270911	1	+	4	1	Promoter	11	271878	273209	1332	1	YKL090W	YKL090W_mRNA	-967
XI	273375	273375	1	+	5	1	Promoter	11	273394	275043	1650	1	YKL089W	YKL089W_mRNA	-19
XI	275254	275257	4	+	14	2	Promoter	11	275283	276998	1716	1	YKL088W	YKL088W_mRNA	-26
XI	276731	276731	1	+	4	1	Exon (YKL088W_mRNA/YKL088W, exon 1 of 1)	11	275283	276998	1716	1	YKL088W	YKL088W_mRNA	1448
XI	278768	278768	1	+	5	1	Promoter	11	279123	280127	1005	1	YKL085W	YKL085W_mRNA	-355
XI	278987	279042	56	+	75	9	Promoter	11	279123	280127	1005	1	YKL085W	YKL085W_mRNA	-81
XI	279804	279804	1	+	4	1	Exon (YKL085W_mRNA/YKL085W, exon 1 of 1)	11	279123	280127	1005	1	YKL085W	YKL085W_mRNA	681
XI	279938	279938	1	+	4	1	Promoter	11	280509	280859	351	1	YKL084W	YKL084W_mRNA	-571
XI	282812	282898	87	+	115	10	Promoter	11	282891	284455	1565	1	YKL081W	YKL081W_mRNA	0
XI	284911	284967	57	+	124	9	Promoter	11	285030	286208	1179	1	YKL080W	YKL080W_mRNA	-63
XI	286526	286573	48	+	22	4	Promoter	11	286603	288573	1971	1	YKL079W	YKL079W_mRNA	-30
XI	288812	288823	12	+	14	2	Promoter	11	288845	291052	2208	1	YKL078W	YKL078W_mRNA	-22
XI	291401	291401	1	+	15	1	Promoter	11	291453	292631	1179	1	YKL077W	YKL077W_mRNA	-52
XI	296380	296418	39	+	43	4	Promoter	11	296430	299075	2646	1	YKL073W	YKL073W_mRNA	-12
XI	299377	299377	1	+	11	1	Promoter	11	299582	301882	2301	1	YKL072W	YKL072W_mRNA	-205
XI	307277	307277	1	+	5	1	Promoter	11	307285	307827	543	1	YKL069W	YKL069W_mRNA	-8
XI	309144	309144	1	+	6	1	Promoter	11	309206	309442	237	1	YKL068W-A	YKL068W-A_mRNA	-62
XI	309173	309180	8	+	9	2	Promoter	11	309206	309442	237	1	YKL068W-A	YKL068W-A_mRNA	-26
XI	310079	310079	1	+	7	1	Promoter	11	310199	313078	2880	1	YKL068W	YKL068W_mRNA	-120
XI	314671	314699	29	+	25	4	Promoter	11	314812	315273	462	1	YKL067W	YKL067W_mRNA	-113
XI	314742	314800	59	+	90	7	Promoter	11	314812	315273	462	1	YKL067W	YKL067W_mRNA	-12
XI	317577	317625	49	+	48	6	Promoter	11	317764	320673	2910	1	YKL064W	YKL064W_mRNA	-139
XI	317678	317678	1	+	6	1	Promoter	11	317764	320673	2910	1	YKL064W	YKL064W_mRNA	-86
XI	321965	321965	1	+	5	1	Distal Intergenic	11	323228	325120	1893	1	YKL062W	YKL062W_mRNA	-1263
XI	323094	323094	1	+	11	1	Promoter	11	323228	325120	1893	1	YKL062W	YKL062W_mRNA	-134
XI	323123	323140	18	+	48	4	Promoter	11	323228	325120	1893	1	YKL062W	YKL062W_mRNA	-88
XI	323240	323265	26	+	11	2	Promoter	11	323228	325120	1893	1	YKL062W	YKL062W_mRNA	12
XI	323303	323303	1	+	5	1	Promoter	11	323228	325120	1893	1	YKL062W	YKL062W_mRNA	75
XI	325717	325804	88	+	154	12	Promoter	11	325771	326112	342	1	YKL061W	YKL061W_mRNA	0
XI	325847	325847	1	+	7	1	Promoter	11	325771	326112	342	1	YKL061W	YKL061W_mRNA	76
XI	330129	330146	18	+	9	2	Promoter	11	330166	330534	369	1	YKL058W	YKL058W_mRNA	-20
XI	341291	341291	1	+	6	1	Promoter	11	341312	342373	1062	1	YKL051W	YKL051W_mRNA	-21
XI	353420	353450	31	+	13	3	Promoter	11	353493	355079	1587	1	YKL045W	YKL045W_mRNA	-43
XI	356474	356477	4	+	46	2	Exon (YKL044W_mRNA/YKL044W, exon 1 of 1)	11	356322	356642	321	1	YKL044W	YKL044W_mRNA	152
XI	357439	357439	1	+	6	1	Exon (YKL043W_mRNA/YKL043W, exon 1 of 1)	11	356748	357848	1101	1	YKL043W	YKL043W_mRNA	691
XI	358321	358340	20	+	27	3	Promoter	11	358475	359566	1092	1	YKL042W	YKL042W_mRNA	-135
XI	360025	360047	23	+	16	2	Promoter	11	360143	360817	675	1	YKL041W	YKL041W_mRNA	-96
XI	362097	362097	1	+	4	1	Promoter	11	362622	364193	1572	1	YKL039W	YKL039W_mRNA	-525
XI	362440	362497	58	+	169	13	Promoter	11	362622	364193	1572	1	YKL039W	YKL039W_mRNA	-125
XI	364776	364776	1	+	5	1	Promoter	11	364776	364876	101	1	snR69	snR69_snoRNA	0
XI	369760	369835	76	+	120	8	Promoter	11	369891	371390	1500	1	YKL035W	YKL035W_mRNA	-56
XI	369866	369880	15	+	12	2	Promoter	11	369891	371390	1500	1	YKL035W	YKL035W_mRNA	-11
XI	370068	370069	2	+	11	2	Exon (YKL035W_mRNA/YKL035W, exon 1 of 1)	11	369891	371390	1500	1	YKL035W	YKL035W_mRNA	177
XI	370241	370241	1	+	4	1	Exon (YKL035W_mRNA/YKL035W, exon 1 of 1)	11	369891	371390	1500	1	YKL035W	YKL035W_mRNA	350
XI	371718	371738	21	+	36	3	Promoter	11	371829	374105	2277	1	YKL034W	YKL034W_mRNA	-91
XI	371784	371784	1	+	6	1	Promoter	11	371829	374105	2277	1	YKL034W	YKL034W_mRNA	-45
XI	374399	374474	76	+	70	8	Promoter	11	374505	375215	711	1	YKL033W-A	YKL033W-A_mRNA	-31
XI	375450	375450	1	+	8	1	Promoter	11	375456	378572	3117	1	YKL033W	YKL033W_mRNA	-6
XI	385728	385741	14	+	20	3	Promoter	11	385758	387206	1449	1	YKL028W	YKL028W_mRNA	-17
XI	387418	387436	19	+	9	2	Promoter	11	387562	388905	1344	1	YKL027W	YKL027W_mRNA	-126
XI	387467	387467	1	+	5	1	Promoter	11	387562	388905	1344	1	YKL027W	YKL027W_mRNA	-95
XI	387505	387519	15	+	14	2	Promoter	11	387562	388905	1344	1	YKL027W	YKL027W_mRNA	-43
XI	393689	393741	53	+	153	8	Promoter	11	393721	394554	834	1	YKL023W	YKL023W_mRNA	0
XI	393769	393782	14	+	8	2	Promoter	11	393721	394554	834	1	YKL023W	YKL023W_mRNA	48
XI	402543	402543	1	+	4	1	Promoter	11	402568	403518	951	1	YKL019W	YKL019W_mRNA	-25
XI	404062	404062	1	+	4	1	Promoter	11	404102	405091	990	1	YKL018W	YKL018W_mRNA	-40
XI	408446	408446	1	+	7	1	Promoter	11	408544	411483	2940	1	YKL015W	YKL015W_mRNA	-98
XI	418208	418268	61	+	92	7	Promoter	11	418310	420061	1752	1	YKL012W	YKL012W_mRNA	-42
XI	426165	426258	94	+	390	23	Promoter	11	426242	426952	711	1	YKL009W	YKL009W_mRNA	0
XI	426333	426333	1	+	4	1	Promoter	11	426242	426952	711	1	YKL009W	YKL009W_mRNA	91
XI	429261	429294	34	+	94	6	Promoter	11	429302	430108	807	1	YKL007W	YKL007W_mRNA	-8
XI	431861	431921	61	+	208	11	Promoter	11	431906	432720	815	1	YKL006W	YKL006W_mRNA	0
XI	435229	435229	1	+	9	1	Promoter	11	435580	436785	1206	1	YKL004W	YKL004W_mRNA	-351
XI	437701	437738	38	+	100	8	Promoter	11	437778	438544	767	1	YKL002W	YKL002W_mRNA	-40
XI	442990	442996	7	+	9	2	Promoter	11	443232	444938	1707	1	YKR002W	YKR002W_mRNA	-236
XI	443027	443057	31	+	33	4	Promoter	11	443232	444938	1707	1	YKR002W	YKR002W_mRNA	-175
XI	445328	445328	1	+	8	1	Promoter	11	445381	446727	1347	1	YKR003W	YKR003W_mRNA	-53
XI	451405	451425	21	+	37	5	Promoter	11	451434	451988	555	1	YKR007W	YKR007W_mRNA	-9
XI	452154	452193	40	+	68	6	Promoter	11	452201	454078	1878	1	YKR008W	YKR008W_mRNA	-8
XI	463909	463919	11	+	48	3	Promoter	11	463959	464948	990	1	YKR013W	YKR013W_mRNA	-40
XI	466421	466421	1	+	5	1	Distal Intergenic	11	463959	464948	990	1	YKR013W	YKR013W_mRNA	2462
XI	469669	469686	18	+	20	4	Promoter	11	469717	471339	1623	1	YKR016W	YKR016W_mRNA	-31
XI	478306	478370	65	+	131	9	Promoter	11	478338	478832	495	1	YKR020W	YKR020W_mRNA	0
XI	479161	479161	1	+	6	1	Promoter	11	479234	481981	2748	1	YKR021W	YKR021W_mRNA	-73
XI	483360	483421	62	+	98	10	Promoter	11	483419	485011	1593	1	YKR023W	YKR023W_mRNA	0
XI	487710	487760	51	+	199	13	Promoter	11	487770	488618	849	1	YKR025W	YKR025W_mRNA	-10
XI	493874	493899	26	+	67	7	Promoter	11	494257	497358	3102	1	YKR028W	YKR028W_mRNA	-358
XI	493969	493969	1	+	4	1	Promoter	11	494257	497358	3102	1	YKR028W	YKR028W_mRNA	-288
XI	494107	494107	1	+	5	1	Promoter	11	494257	497358	3102	1	YKR028W	YKR028W_mRNA	-150
XI	500220	500236	17	+	20	2	Promoter	11	500282	501103	822	1	YKR030W	YKR030W_mRNA	-46
XI	507896	507926	31	+	68	4	Promoter	11	507939	508553	615	1	YKR035W-A	YKR035W-A_mRNA	-13
XI	518179	518179	1	+	4	1	Promoter	11	518198	518950	753	1	YKR041W	YKR041W_mRNA	-19
XI	519305	519320	16	+	35	2	Promoter	11	519527	520624	1098	1	YKR042W	YKR042W_mRNA	-207
XI	521867	521867	1	+	5	1	Promoter	11	522015	523346	1332	1	YKR044W	YKR044W_mRNA	-148
XI	521946	521958	13	+	8	2	Promoter	11	522015	523346	1332	1	YKR044W	YKR044W_mRNA	-57
XI	524154	524154	1	+	6	1	Downstream (1-2kb)	11	525257	525562	306	1	YKR047W	YKR047W_mRNA	-1103
XI	526866	526866	1	+	8	1	Promoter	11	527815	530484	2670	1	YKR050W	YKR050W_mRNA	-949
XI	530829	530829	1	+	4	1	Promoter	11	530946	532202	1257	1	YKR051W	YKR051W_mRNA	-117
XI	533930	533930	1	+	7	1	Distal Intergenic	11	530946	532202	1257	1	YKR051W	YKR051W_mRNA	2984
XI	534098	534098	1	+	13	1	Distal Intergenic	11	530946	532202	1257	1	YKR051W	YKR051W_mRNA	3152
XI	548174	548174	1	+	7	1	Promoter	11	548216	549091	876	1	YKR055W	YKR055W_mRNA	-42
XI	549555	549589	35	+	21	4	Exon (YKR056W_mRNA/YKR056W, exon 1 of 1)	11	549448	551367	1920	1	YKR056W	YKR056W_mRNA	107
XI	551608	551654	47	+	142	9	Promoter	11	551657	552242	586	1	YKR057W	YKR057W_mRNA	-3
XI	552712	552712	1	+	7	1	Promoter	11	552770	554620	1851	1	YKR058W	YKR058W_mRNA	-58
XI	554959	554978	20	+	15	2	Promoter	11	554987	556174	1188	1	YKR059W	YKR059W_mRNA	-9
XI	556447	556489	43	+	55	6	Promoter	11	556518	557342	825	1	YKR060W	YKR060W_mRNA	-29
XI	557595	557595	1	+	9	1	Promoter	11	557677	558954	1278	1	YKR061W	YKR061W_mRNA	-82
XI	559602	559629	28	+	48	4	Promoter	11	559666	560652	987	1	YKR062W	YKR062W_mRNA	-37
XI	562503	562520	18	+	42	6	Promoter	11	562547	565138	2592	1	YKR064W	YKR064W_mRNA	-27
XI	573570	573570	1	+	4	1	Promoter	11	573574	574632	1059	1	YKR070W	YKR070W_mRNA	-4
XI	579165	579174	10	+	11	2	Promoter	11	579209	579676	468	1	YKR074W	YKR074W_mRNA	-35
XI	579217	579217	1	+	4	1	Promoter	11	579209	579676	468	1	YKR074W	YKR074W_mRNA	8
XI	582240	582265	26	+	15	3	Promoter	11	582283	583395	1113	1	YKR076W	YKR076W_mRNA	-18
XI	583628	583628	1	+	7	1	Promoter	11	583653	584744	1092	1	YKR077W	YKR077W_mRNA	-25
XI	584912	584957	46	+	27	4	Promoter	11	584952	586709	1758	1	YKR078W	YKR078W_mRNA	0
XI	590222	590251	30	+	24	4	Promoter	11	590395	591357	963	1	YKR080W	YKR080W_mRNA	-144
XI	590313	590342	30	+	50	5	Promoter	11	590395	591357	963	1	YKR080W	YKR080W_mRNA	-53
XI	592777	592777	1	+	17	1	Promoter	11	592825	596298	3474	1	YKR082W	YKR082W_mRNA	-48
XI	592804	592814	11	+	20	3	Promoter	11	592825	596298	3474	1	YKR082W	YKR082W_mRNA	-11
XI	601569	601569	1	+	4	1	Exon (YKR086W_mRNA/YKR086W, exon 1 of 1)	11	599857	603072	3216	1	YKR086W	YKR086W_mRNA	1712
XI	608773	608792	20	+	13	2	Promoter	11	608946	611066	2121	1	YKR090W	YKR090W_mRNA	-154
XI	611323	611323	1	+	6	1	Promoter	11	611525	612265	741	1	YKR091W	YKR091W_mRNA	-202
XI	611440	611440	1	+	4	1	Promoter	11	611525	612265	741	1	YKR091W	YKR091W_mRNA	-85
XI	611480	611497	18	+	67	4	Promoter	11	611525	612265	741	1	YKR091W	YKR091W_mRNA	-28
XI	615532	615532	1	+	6	1	Promoter	11	615730	617535	1806	1	YKR093W	YKR093W_mRNA	-198
XI	615636	615636	1	+	7	1	Promoter	11	615730	617535	1806	1	YKR093W	YKR093W_mRNA	-94
XI	619619	619660	42	+	44	6	Promoter	11	619805	625432	5628	1	YKR095W	YKR095W_mRNA	-145
XI	624964	624964	1	+	7	1	Promoter	11	625864	626205	342	1	YKR095W-A	YKR095W-A_mRNA	-900
XI	625038	625039	2	+	9	2	Promoter	11	625864	626205	342	1	YKR095W-A	YKR095W-A_mRNA	-825
XI	625074	625074	1	+	7	1	Promoter	11	625864	626205	342	1	YKR095W-A	YKR095W-A_mRNA	-790
XI	625107	625107	1	+	4	1	Promoter	11	625864	626205	342	1	YKR095W-A	YKR095W-A_mRNA	-757
XI	625841	625854	14	+	16	3	Promoter	11	625864	626205	342	1	YKR095W-A	YKR095W-A_mRNA	-10
XI	626523	626523	1	+	5	1	Promoter	11	626793	630380	3588	1	YKR096W	YKR096W_mRNA	-270
XI	635568	635594	27	+	34	4	Promoter	11	635851	638286	2436	1	YKR099W	YKR099W_mRNA	-257
XI	640530	640542	13	+	10	2	Promoter	11	640540	642504	1965	1	YKR101W	YKR101W_mRNA	0
XI	650460	650506	47	+	20	4	Distal Intergenic	11	653080	656736	3657	1	YKR103W	YKR103W_mRNA	-2574
XI	18369	18369	1	-	4	1	Promoter	11	17359	18339	981	2	YKL218C	YKL218C_mRNA	-30
XI	18411	18411	1	-	7	1	Promoter	11	17359	18339	981	2	YKL218C	YKL218C_mRNA	-72
XI	18483	18491	9	-	9	2	Promoter	11	17359	18339	981	2	YKL218C	YKL218C_mRNA	-152
XI	24814	24814	1	-	4	1	Distal Intergenic	11	26827	30687	3861	2	YKL215C	YKL215C_mRNA	5873
XI	30740	30746	7	-	15	2	Promoter	11	26827	30687	3861	2	YKL215C	YKL215C_mRNA	-59
XI	31748	31767	20	-	73	5	Promoter	11	31082	31693	612	2	YKL214C	YKL214C_mRNA	-74
XI	34136	34141	6	-	23	2	Promoter	11	31960	34107	2148	2	YKL213C	YKL213C_mRNA	-34
XI	38162	38173	12	-	15	2	Promoter	11	36699	38153	1455	2	YKL211C	YKL211C_mRNA	-20
XI	38230	38230	1	-	4	1	Promoter	11	36699	38153	1455	2	YKL211C	YKL211C_mRNA	-77
XI	46305	46390	86	-	138	13	Promoter	11	42423	46295	3873	2	YKL209C	YKL209C_mRNA	-95
XI	49844	49844	1	-	14	1	Promoter	11	49006	49809	804	2	YKL206C	YKL206C_mRNA	-35
XI	63524	63549	26	-	34	3	Promoter	11	55935	63359	7425	2	YKL203C	YKL203C_mRNA	-190
XI	66275	66275	1	-	5	1	Exon (YKL201C_mRNA/YKL201C, exon 1 of 1)	11	63930	67466	3537	2	YKL201C	YKL201C_mRNA	1191
XI	70255	70255	1	-	4	1	Promoter	11	68232	70220	1989	2	YKL198C	YKL198C_mRNA	-35
XI	70394	70404	11	-	20	2	Promoter	11	68232	70220	1989	2	YKL198C	YKL198C_mRNA	-184
XI	70507	70518	12	-	9	2	Promoter	11	68232	70220	1989	2	YKL198C	YKL198C_mRNA	-298
XI	75535	75552	18	-	22	3	Promoter	11	74932	75534	603	2	YKL196C	YKL196C_mRNA	-18
XI	75581	75610	30	-	99	6	Promoter	11	74932	75534	603	2	YKL196C	YKL196C_mRNA	-76
XI	78664	78664	1	-	4	1	Promoter	11	77258	78646	1389	2	YKL194C	YKL194C_mRNA	-18
XI	78729	78729	1	-	4	1	Promoter	11	77258	78646	1389	2	YKL194C	YKL194C_mRNA	-83
XI	79902	79924	23	-	29	3	Promoter	11	78866	79882	1017	2	YKL193C	YKL193C_mRNA	-42
XI	80554	80589	36	-	72	7	Promoter	11	80160	80537	378	2	YKL192C	YKL192C_mRNA	-52
XI	88600	88600	1	-	7	1	Exon (YKL188C_mRNA/YKL188C, exon 1 of 1)	11	86225	88786	2562	2	YKL188C	YKL188C_mRNA	186
XI	88896	88910	15	-	13	2	Promoter	11	86225	88786	2562	2	YKL188C	YKL188C_mRNA	-124
XI	93310	93310	1	-	4	1	Promoter	11	92744	93298	555	2	YKL186C	YKL186C_mRNA	-12
XI	93339	93357	19	-	36	4	Promoter	11	92744	93298	555	2	YKL186C	YKL186C_mRNA	-59
XI	93557	93557	1	-	4	1	Promoter	11	92744	93298	555	2	YKL186C	YKL186C_mRNA	-259
XI	93649	93664	16	-	16	2	Promoter	11	92744	93298	555	2	YKL186C	YKL186C_mRNA	-366
XI	112521	112521	1	-	9	1	Promoter	11	110464	112503	2040	2	YKL179C	YKL179C_mRNA	-18
XI	112562	112562	1	-	8	1	Promoter	11	110464	112503	2040	2	YKL179C	YKL179C_mRNA	-59
XI	116916	116916	1	-	5	1	Exon (YKL176C_mRNA/YKL176C, exon 1 of 1)	11	115500	117986	2487	2	YKL176C	YKL176C_mRNA	1070
XI	116957	116962	6	-	8	2	Exon (YKL176C_mRNA/YKL176C, exon 1 of 1)	11	115500	117986	2487	2	YKL176C	YKL176C_mRNA	1029
XI	117088	117088	1	-	5	1	Exon (YKL176C_mRNA/YKL176C, exon 1 of 1)	11	115500	117986	2487	2	YKL176C	YKL176C_mRNA	898
XI	118323	118332	10	-	36	3	Promoter	11	115500	117986	2487	2	YKL176C	YKL176C_mRNA	-346
XI	133457	133472	16	-	21	2	Promoter	11	131288	133462	2175	2	YKL168C	YKL168C_mRNA	0
XI	134145	134154	10	-	33	3	Promoter	11	133721	134134	414	2	YKL167C	YKL167C_mRNA	-20
XI	135855	135892	38	-	39	4	Exon (YKL165C-A_mRNA/YKL165C-A, exon 1 of 1)	11	135790	136023	234	2	YKL165C-A	YKL165C-A_mRNA	168
XI	140720	140720	1	-	6	1	Promoter	11	137932	140691	2760	2	YKL165C	YKL165C_mRNA	-29
XI	142894	142903	10	-	81	4	Promoter	11	141794	142819	1026	2	YKL164C	YKL164C_mRNA	-84
XI	143107	143107	1	-	5	1	Promoter	11	141794	142819	1026	2	YKL164C	YKL164C_mRNA	-288
XI	154475	154491	17	-	10	2	Promoter	11	153816	154451	636	2	YKL159C	YKL159C_mRNA	-40
XI	161340	161349	10	-	10	2	Promoter	11	159456	161342	1887	2	YKL155C	YKL155C_mRNA	0
XI	161383	161397	15	-	10	2	Promoter	11	159456	161342	1887	2	YKL155C	YKL155C_mRNA	-55
XI	164223	164223	1	-	4	1	Exon (YKL152C_mRNA/YKL152C, exon 1 of 1)	11	163642	164385	744	2	YKL152C	YKL152C_mRNA	162
XI	164274	164293	20	-	11	2	Exon (YKL152C_mRNA/YKL152C, exon 1 of 1)	11	163642	164385	744	2	YKL152C	YKL152C_mRNA	111
XI	164386	164431	46	-	380	11	Promoter	11	163642	164385	744	2	YKL152C	YKL152C_mRNA	-46
XI	165937	165954	18	-	41	5	Promoter	11	164917	165930	1014	2	YKL151C	YKL151C_mRNA	-24
XI	168792	168818	27	-	23	4	Promoter	11	167612	168829	1218	2	YKL149C	YKL149C_mRNA	37
XI	168849	168853	5	-	33	2	Promoter	11	167612	168829	1218	2	YKL149C	YKL149C_mRNA	-24
XI	171203	171203	1	-	4	1	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-74
XI	171278	171316	39	-	49	5	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-187
XI	171530	171530	1	-	5	1	Promoter	11	169207	171129	1923	2	YKL148C	YKL148C_mRNA	-401
XI	176493	176493	1	-	5	1	Promoter	11	175843	176481	639	2	YKL144C	YKL144C_mRNA	-12
XI	176542	176542	1	-	4	1	Promoter	11	175843	176481	639	2	YKL144C	YKL144C_mRNA	-61
XI	185022	185069	48	-	24	5	Promoter	11	184803	185012	210	2	YKL138C-A	YKL138C-A_mRNA	-57
XI	185735	185804	70	-	43	7	Promoter	11	185286	185681	396	2	YKL138C	YKL138C_mRNA	-123
XI	188725	188770	46	-	53	8	Promoter	11	186460	188640	2181	2	YKL135C	YKL135C_mRNA	-130
XI	191494	191498	5	-	15	2	Promoter	11	189124	191442	2319	2	YKL134C	YKL134C_mRNA	-56
XI	194949	194949	1	-	6	1	Promoter	11	193574	194866	1293	2	YKL132C	YKL132C_mRNA	-83
XI	196078	196078	1	-	10	1	Promoter	11	195288	196028	741	2	YKL130C	YKL130C_mRNA	-50
XI	200215	200215	1	-	8	1	Promoter	11	196349	200167	3819	2	YKL129C	YKL129C_mRNA	-48
XI	200259	200259	1	-	5	1	Promoter	11	196349	200167	3819	2	YKL129C	YKL129C_mRNA	-92
XI	200381	200381	1	-	5	1	Promoter	11	196349	200167	3819	2	YKL129C	YKL129C_mRNA	-214
XI	201789	201802	14	-	23	2	Promoter	11	200884	201771	888	2	YKL128C	YKL128C_mRNA	-31
XI	212983	213069	87	-	289	20	Promoter	11	212495	212998	504	2	YKL122C	YKL122C_mRNA	0
XI	219218	219218	1	-	4	1	Promoter	11	218570	219217	648	2	YKL119C	YKL119C_mRNA	-1
XI	219260	219260	1	-	7	1	Promoter	11	218570	219217	648	2	YKL119C	YKL119C_mRNA	-43
XI	222894	222894	1	-	4	1	Promoter	11	221344	222900	1557	2	YKL116C	YKL116C_mRNA	6
XI	223082	223082	1	-	5	1	Promoter	11	221344	222900	1557	2	YKL116C	YKL116C_mRNA	-182
XI	225887	225937	51	-	98	12	Promoter	11	224727	225875	1149	2	YKL113C	YKL113C_mRNA	-62
XI	229898	229939	42	-	54	6	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-59
XI	230099	230112	14	-	14	2	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-232
XI	230240	230240	1	-	4	1	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-360
XI	230301	230322	22	-	19	3	Promoter	11	228939	229880	942	2	YKL110C	YKL110C_mRNA	-442
XI	242757	242782	26	-	11	2	Promoter	11	239185	242583	3399	2	YKL105C	YKL105C_mRNA	-199
XI	245527	245527	1	-	7	1	Promoter	11	243220	245373	2154	2	YKL104C	YKL104C_mRNA	-154
XI	245558	245601	44	-	52	5	Promoter	11	243220	245373	2154	2	YKL104C	YKL104C_mRNA	-228
XI	247707	247779	73	-	58	9	Promoter	11	246138	247682	1545	2	YKL103C	YKL103C_mRNA	-97
XI	255458	255483	26	-	59	6	Promoter	11	253697	255460	1764	2	YKL100C	YKL100C_mRNA	0
XI	256526	256550	25	-	45	6	Promoter	11	255720	256472	753	2	YKL099C	YKL099C_mRNA	-78
XI	260298	260298	1	-	6	1	Downstream (1-2kb)	11	259073	259222	150	2	YKL096C-B	YKL096C-B_mRNA	-1076
XI	269535	269535	1	-	5	1	Promoter	11	266145	269459	3315	2	YKL092C	YKL092C_mRNA	-76
XI	270641	270648	8	-	26	3	Promoter	11	269718	270650	933	2	YKL091C	YKL091C_mRNA	9
XI	270677	270707	31	-	63	7	Promoter	11	269718	270650	933	2	YKL091C	YKL091C_mRNA	-57
XI	277929	277951	23	-	18	2	Promoter	11	277189	277863	675	2	YKL087C	YKL087C_mRNA	-88
XI	281506	281506	1	-	11	1	Exon (YKL082C_mRNA/YKL082C, exon 1 of 1)	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	823
XI	282356	282421	66	-	472	19	Promoter	11	281025	282329	1305	2	YKL082C	YKL082C_mRNA	-92
XI	294320	294320	1	-	6	1	Promoter	11	292956	294308	1353	2	YKL075C	YKL075C_mRNA	-12
XI	294378	294408	31	-	20	3	Promoter	11	292956	294308	1353	2	YKL075C	YKL075C_mRNA	-100
XI	296187	296235	49	-	136	9	Promoter	11	294610	296193	1584	2	YKL074C	YKL074C_mRNA	0
XI	307030	307030	1	-	15	1	Distal Intergenic	11	308144	308217	74	2	tV(AAC)K1	tV(AAC)K1_tRNA	1187
XI	317070	317124	55	-	56	8	Promoter	11	316437	317057	621	2	YKL065C	YKL065C_mRNA	-67
XI	321675	321675	1	-	15	1	Promoter	11	321015	321518	504	2	YKL063C	YKL063C_mRNA	-157
XI	326926	326947	22	-	8	2	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	561
XI	327025	327025	1	-	5	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	462
XI	327165	327165	1	-	4	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	322
XI	327256	327256	1	-	5	1	Exon (YKL060C_mRNA/YKL060C, exon 1 of 1)	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	231
XI	327407	327407	1	-	4	1	Promoter	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	80
XI	327451	327451	1	-	7	1	Promoter	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	36
XI	327481	327541	61	-	440	13	Promoter	11	326408	327487	1080	2	YKL060C	YKL060C_mRNA	0
XI	329466	329466	1	-	5	1	Promoter	11	328118	329443	1326	2	YKL059C	YKL059C_mRNA	-23
